brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
10.91,0.863,0.2744,0.0111,"[""#161117"", ""#443a38"", ""#3d6558"", ""#2a9879"", ""#91625f""]","[0.838, 0.052, 0.052, 0.034, 0.024]",290456,Alien Beasts,1991
59.81,0.2014,0.3137,0.0688,"[""#292325"", ""#dfd8d8"", ""#a24638"", ""#1a1857"", ""#c6ba5f""]","[0.364, 0.278, 0.165, 0.105, 0.089]",806245,The House of Pop 13,1994
35.78,0.3645,0.3393,0.1274,"[""#1a1512"", ""#53403e"", ""#d1857a"", ""#b7a6a3"", ""#b72f26""]","[0.348, 0.25, 0.183, 0.128, 0.091]",531237,The Temptation of a Fine Woman,1993
21.5,0.6359,0.4051,0.0964,"[""#0d080a"", ""#8d1716"", ""#153254"", ""#3d77b7"", ""#c8afa6""]","[0.525, 0.141, 0.121, 0.117, 0.096]",50687,Maniac Cop 3: Badge of Silence,1993
46.35,0.0731,0.2785,0.0581,"[""#546447"", ""#8b999b"", ""#26302a"", ""#d04116"", ""#c67a61""]","[0.466, 0.228, 0.124, 0.115, 0.067]",97251,Faces of Death: Fact or Fiction?,1999
40.18,0.184,0.5575,0.0521,"[""#2a7ab5"", ""#334861"", ""#171115"", ""#ca6239"", ""#e0d2ca""]","[0.39, 0.267, 0.17, 0.124, 0.05]",101820,Junoon,1992
32.93,0.3924,0.4591,0.0766,"[""#0f1018"", ""#2e3f61"", ""#bd5d6c"", ""#7d6f69"", ""#e6d6b4""]","[0.402, 0.288, 0.129, 0.106, 0.074]",184165,Neighbor Hoodz,1991
43.51,0.3192,0.3077,0.0722,"[""#2a2e3b"", ""#6b8281"", ""#bfd0c1"", ""#dc3c13"", ""#793425""]","[0.473, 0.198, 0.17, 0.084, 0.076]",217092,Vampires and Other Stereotypes,1994
22.11,0.5391,0.6288,0.3704,"[""#110409"", ""#b94333"", ""#561822"", ""#a43350"", ""#dc8f9a""]","[0.429, 0.206, 0.171, 0.149, 0.046]",86003,Girl Hell 1999,1999
15.83,0.7098,0.6772,0.1551,"[""#0c030f"", ""#141173"", ""#531d1a"", ""#a62816"", ""#d197b4""]","[0.464, 0.205, 0.186, 0.104, 0.041]",395018,School Ghost Story G,1998
11.38,0.821,0.299,0.0097,"[""#050405"", ""#170e0f"", ""#3b2f2e"", ""#6e6565"", ""#d4d0ce""]","[0.576, 0.292, 0.058, 0.05, 0.023]",574135,Club Death,1995
64.92,0.026,0.3018,0.1416,"[""#d1c2af"", ""#987d6d"", ""#5a2f28"", ""#9f253b"", ""#be9322""]","[0.426, 0.194, 0.15, 0.149, 0.081]",527830,Video Mania,1991
60.41,0.0181,0.2688,0.0645,"[""#6f6765"", ""#c88174"", ""#cdba9c"", ""#f3cf56"", ""#21c095""]","[0.307, 0.25, 0.221, 0.196, 0.026]",482243,Dimension of Blood,1996
2.76,0.9409,0.0935,0.0511,"[""#010101"", ""#3d1f1a"", ""#b2301c"", ""#712015"", ""#936959""]","[0.79, 0.078, 0.049, 0.045, 0.038]",10351,Wishmaster,1997
40.1,0.2607,0.4477,0.3046,"[""#2f261d"", ""#cf6041"", ""#814732"", ""#ab928b"", ""#f0df38""]","[0.315, 0.291, 0.24, 0.112, 0.042]",97780,Ragdoll,1999
26.68,0.5262,0.4673,0.1362,"[""#121820"", ""#5c3c31"", ""#a25135"", ""#d6b34a"", ""#a19f9c""]","[0.52, 0.193, 0.18, 0.076, 0.032]",71790,La matanza caníbal de los garrulos lisérgicos,1993
16.46,0.6918,0.5579,0.207,"[""#0a0908"", ""#a23a1e"", ""#e15720"", ""#572317"", ""#eb914c""]","[0.562, 0.204, 0.116, 0.086, 0.032]",19154,The Second Arrival,1998
34.17,0.322,0.3918,0.3894,"[""#2b292d"", ""#653132"", ""#e7252d"", ""#b04441"", ""#b5948f""]","[0.326, 0.213, 0.207, 0.157, 0.097]",67382,Anthropophagous 2000,1999
27.26,0.5271,0.3013,0.1144,"[""#1b1518"", ""#513630"", ""#a6744c"", ""#c7ae90"", ""#677597""]","[0.438, 0.228, 0.181, 0.084, 0.07]",131967,Homicidal Impulse,1992
45.2,0.2496,0.7177,0.1332,"[""#efbc22"", ""#2b180f"", ""#ca8740"", ""#81391e"", ""#4b5120""]","[0.246, 0.24, 0.237, 0.208, 0.068]",159650,Tum Mere Ho,1990
53.21,0.1216,0.6064,0.4886,"[""#da322d"", ""#e5b09e"", ""#81242c"", ""#2a1317"", ""#3ac1ca""]","[0.378, 0.194, 0.192, 0.132, 0.104]",127768,Aatank,1996
44.34,0.2428,0.4501,0.0362,"[""#331826"", ""#a3913e"", ""#824879"", ""#765a35"", ""#ceb5b8""]","[0.325, 0.251, 0.178, 0.137, 0.11]",345801,Nightmare Zone,1998
34.62,0.3974,0.3588,0.0838,"[""#1d1915"", ""#69422f"", ""#ae7e48"", ""#a69599"", ""#b62e20""]","[0.354, 0.204, 0.202, 0.143, 0.098]",360228,Devil of Love,1994
38.98,0.3274,0.6326,0.3001,"[""#261210"", ""#c79c6e"", ""#c43717"", ""#6a2d18"", ""#36697e""]","[0.322, 0.236, 0.207, 0.165, 0.07]",567232,Mistress of Seduction,1998
32.25,0.5585,0.3042,0.0524,"[""#160f0a"", ""#e2d3d1"", ""#4c2726"", ""#ac9ca1"", ""#71595f""]","[0.668, 0.114, 0.084, 0.072, 0.062]",636893,Black Easter,1994
29.28,0.2909,0.732,0.039,"[""#522f11"", ""#5d5018"", ""#140c08"", ""#ab621c"", ""#928a34""]","[0.383, 0.231, 0.162, 0.132, 0.092]",26499,Victim,1999
34.38,0.3263,0.6108,0.2791,"[""#190f24"", ""#ca3729"", ""#7d3140"", ""#a587ae"", ""#8c5b2e""]","[0.388, 0.25, 0.192, 0.113, 0.058]",2138,Berlin Snuff,1995
43.62,0.117,0.899,0.8226,"[""#e6310f"", ""#be2010"", ""#731410"", ""#210605"", ""#f0a53c""]","[0.491, 0.262, 0.098, 0.082, 0.067]",86687,Severed Ties,1992
20.09,0.6555,0.2779,0.1755,"[""#090809"", ""#dc1f10"", ""#b5ac9a"", ""#4b1d1e"", ""#b6443c""]","[0.466, 0.219, 0.117, 0.114, 0.083]",535930,1990 botan-dôrô,1990
42.77,0.411,0.2193,0.0031,"[""#171518"", ""#d2d1d9"", ""#829c4a"", ""#7375a2"", ""#645241""]","[0.447, 0.212, 0.141, 0.102, 0.098]",51776,Killers,1996
20.35,0.6492,0.3011,0.0,"[""#14151c"", ""#1b2241"", ""#484a54"", ""#47507c"", ""#cccccd""]","[0.51, 0.244, 0.142, 0.078, 0.025]",34288,The Last Broadcast,1998
18.54,0.6458,0.4473,0.2486,"[""#130a09"", ""#c6321c"", ""#6b2a1a"", ""#d76622"", ""#f2bd3f""]","[0.425, 0.232, 0.183, 0.118, 0.041]",53967,Black Circle Boys,1997
30.33,0.4212,0.2867,0.0946,"[""#17171d"", ""#585a5d"", ""#713927"", ""#b6211f"", ""#d2d0d3""]","[0.496, 0.199, 0.137, 0.103, 0.064]",808683,Haunted,1993
30.06,0.5682,0.4537,0.0412,"[""#0a0d13"", ""#dcd6d5"", ""#60564f"", ""#842821"", ""#a38522""]","[0.724, 0.097, 0.094, 0.055, 0.03]",288684,Sweet Evil,1996
41.81,0.2761,0.4665,0.1613,"[""#2d4d9e"", ""#1c1322"", ""#c3b7c6"", ""#793744"", ""#ab2c32""]","[0.287, 0.27, 0.157, 0.144, 0.142]",423048,The Slaves of Sadism,1994
3.88,0.9155,0.1027,0.0,"[""#000100"", ""#3d3f3f"", ""#1d1f1f"", ""#5e6161"", ""#929494""]","[0.892, 0.035, 0.032, 0.022, 0.018]",883349,The Old Man and the Goblins,1998
43.94,0.136,0.3099,0.0721,"[""#454043"", ""#5479a9"", ""#dcbb30"", ""#ad9d87"", ""#ac4640""]","[0.327, 0.288, 0.16, 0.123, 0.102]",769286,Great Prophecy: The Revival of the Giant,1992
23.37,0.5421,0.3023,0.1356,"[""#130e0b"", ""#573224"", ""#615c5a"", ""#c27664"", ""#a5a7a7""]","[0.532, 0.198, 0.127, 0.098, 0.045]",30554,When a Stranger Calls Back,1993
30.15,0.393,0.7765,0.4881,"[""#2f1311"", ""#a33914"", ""#e64e18"", ""#642614"", ""#f5b463""]","[0.318, 0.24, 0.211, 0.204, 0.027]",48374,Piranha,1995
33.67,0.4654,0.5299,0.05,"[""#131118"", ""#6a99a7"", ""#1b3782"", ""#c9c155"", ""#ae3c2d""]","[0.491, 0.227, 0.12, 0.097, 0.064]",193461,Dragon Blue,1996
21.8,0.6314,0.3631,0.0005,"[""#06080d"", ""#243549"", ""#2f6f9e"", ""#9fc6df"", ""#bea587""]","[0.475, 0.228, 0.17, 0.087, 0.04]",3036,Mary Shelley's Frankenstein,1994
23.26,0.571,0.612,0.0856,"[""#0e101a"", ""#1d2363"", ""#405b8a"", ""#9f2831"", ""#c6aa9d""]","[0.515, 0.198, 0.121, 0.107, 0.058]",41153,I Bought a Vampire Motorcycle,1990
52.43,0.0769,0.436,0.1678,"[""#4e7bb1"", ""#a5422e"", ""#412b26"", ""#b1ad69"", ""#c2c3c5""]","[0.396, 0.228, 0.161, 0.116, 0.099]",36896,Killer Tomatoes Eat France!,1992
25.08,0.5905,0.3334,0.0654,"[""#141118"", ""#36283c"", ""#634b6a"", ""#c35f70"", ""#edc7d0""]","[0.476, 0.216, 0.143, 0.104, 0.062]",37726,Tomie,1998
44.21,0.3931,0.4764,0.0658,"[""#092438"", ""#eaeaeb"", ""#6a747d"", ""#a9351e"", ""#5e353a""]","[0.707, 0.112, 0.066, 0.062, 0.053]",16139,Phantasm III: Lord of the Dead,1994
54.66,0.0412,0.4801,0.3086,"[""#bf584b"", ""#582a3f"", ""#f0ec96"", ""#caa0aa"", ""#d8a443""]","[0.341, 0.317, 0.13, 0.121, 0.092]",28087,Dr. Wong's Virtual Hell,1999
47.11,0.201,0.4655,0.1045,"[""#192630"", ""#c2663f"", ""#427797"", ""#d9c7b2"", ""#7b4534""]","[0.286, 0.271, 0.196, 0.13, 0.117]",44470,Ice Cream Man,1995
52.59,0.1121,0.3315,0.0728,"[""#ae603c"", ""#555d7e"", ""#362724"", ""#b6bbc7"", ""#ecc67c""]","[0.28, 0.259, 0.181, 0.154, 0.126]",9457,Deep Rising,1998
43.0,0.3871,0.4956,0.0031,"[""#121a31"", ""#1e3759"", ""#3d6d9d"", ""#cfeaee"", ""#6fb7de""]","[0.398, 0.276, 0.134, 0.101, 0.091]",61054,Children of the Night,1991
43.72,0.176,0.3629,0.1939,"[""#50332e"", ""#d9b6a0"", ""#251815"", ""#8a6859"", ""#a54f3f""]","[0.339, 0.248, 0.157, 0.13, 0.127]",41769,Prom Night IV: Deliver Us from Evil,1992
50.68,0.0121,0.5068,0.6147,"[""#e72025"", ""#c53337"", ""#ab5355"", ""#9b8787"", ""#4e2a28""]","[0.388, 0.24, 0.173, 0.157, 0.042]",28336,Kill Kill Overkill,1993
51.79,0.3126,0.38,0.049,"[""#1d233b"", ""#e9d6dc"", ""#ab5785"", ""#cf6440"", ""#b5c73a""]","[0.511, 0.182, 0.122, 0.109, 0.076]",40208,Shock 'Em Dead,1991
26.08,0.6183,0.679,0.032,"[""#040806"", ""#b65f3c"", ""#d0bacc"", ""#162e6c"", ""#5840bf""]","[0.702, 0.095, 0.094, 0.08, 0.03]",46633,Ghostwatch,1992
48.2,0.2509,0.4329,0.2487,"[""#996a6a"", ""#110607"", ""#f2daa5"", ""#cd1421"", ""#6a1219""]","[0.256, 0.255, 0.224, 0.157, 0.108]",471363,Dracula in Vegas,1999
38.47,0.2492,0.3576,0.1296,"[""#322420"", ""#93908e"", ""#b54a38"", ""#584563"", ""#d56b92""]","[0.349, 0.199, 0.19, 0.179, 0.083]",393798,Red Room,1992
55.03,0.191,0.294,0.305,"[""#d1120f"", ""#2d2222"", ""#dcd5d5"", ""#7a1717"", ""#ca6f6d""]","[0.364, 0.203, 0.198, 0.121, 0.114]",220655,Intruder,1997
39.29,0.443,0.3232,0.0102,"[""#27221e"", ""#6c5b3b"", ""#e9ea64"", ""#b08a46"", ""#d2c3a6""]","[0.426, 0.18, 0.147, 0.147, 0.101]",534654,We Need Earth Women!,1999
42.43,0.2909,0.5094,0.1371,"[""#130d13"", ""#663a2b"", ""#c3ae95"", ""#953813"", ""#dfaf49""]","[0.274, 0.218, 0.194, 0.188, 0.126]",350669,Direct Trip to Hell,1990
53.16,0.1953,0.4034,0.0851,"[""#2c2324"", ""#a7644a"", ""#dfc3b2"", ""#909f59"", ""#e6d638""]","[0.336, 0.258, 0.207, 0.109, 0.09]",387713,Mayilpeelikkavu,1998
33.54,0.4804,0.1764,0.0686,"[""#0d0a0a"", ""#392b29"", ""#d2c9cd"", ""#8d7a7b"", ""#673c37""]","[0.352, 0.224, 0.172, 0.139, 0.112]",116636,Two Orphan Vampires,1997
25.1,0.5904,0.6193,0.072,"[""#06030a"", ""#192246"", ""#6d78a6"", ""#a53e23"", ""#ced3ec""]","[0.591, 0.149, 0.113, 0.094, 0.053]",52263,Amityville: Dollhouse,1996
28.79,0.4472,0.4865,0.1267,"[""#2a1a28"", ""#3c3964"", ""#7f4690"", ""#b37084"", ""#d3503c""]","[0.402, 0.226, 0.135, 0.122, 0.115]",875893,Video Psycho,1997
28.89,0.5606,0.2794,0.0104,"[""#0b080b"", ""#575282"", ""#d5bfd3"", ""#d98d54"", ""#613820""]","[0.507, 0.143, 0.129, 0.122, 0.099]",72756,Meridian,1990
37.77,0.2098,0.3038,0.0161,"[""#232b2a"", ""#445c56"", ""#6a9eaa"", ""#845e53"", ""#ada37d""]","[0.388, 0.256, 0.174, 0.099, 0.083]",420212,Mystery of Mount Merapi II: Flower Bead Nyai Spirit,1990
12.55,0.7572,0.4881,0.3727,"[""#0c0806"", ""#361a16"", ""#62241e"", ""#a22921"", ""#bb7660""]","[0.45, 0.212, 0.193, 0.098, 0.047]",9946,End of Days,1999
57.54,0.2036,0.1555,0.0869,"[""#ede5e6"", ""#b28078"", ""#574c45"", ""#171313"", ""#e73b3a""]","[0.282, 0.282, 0.173, 0.17, 0.093]",885003,Blood-sucking Tree,1992
28.08,0.5215,0.5653,0.0344,"[""#0c181f"", ""#21334e"", ""#8093a9"", ""#bb7f57"", ""#d74014""]","[0.414, 0.362, 0.098, 0.074, 0.052]",59051,Dark Angel: The Ascent,1994
50.06,0.2319,0.5534,0.0999,"[""#2a41a1"", ""#1a173f"", ""#e7dbbe"", ""#8d536f"", ""#d34d28""]","[0.267, 0.26, 0.18, 0.151, 0.142]",875903,Serpent's Breath,1999
19.9,0.6371,0.5874,0.2564,"[""#180e09"", ""#9d3411"", ""#541a0f"", ""#c5801f"", ""#9b917d""]","[0.474, 0.214, 0.198, 0.075, 0.039]",73316,Darklands,1996
91.72,0.0239,0.078,0.0736,"[""#fefefd"", ""#bd2d26"", ""#ee8b6b"", ""#251413"", ""#c3b0a9""]","[0.647, 0.182, 0.066, 0.054, 0.05]",89940,Whispers,1990
39.03,0.326,0.4459,0.1375,"[""#2c1c15"", ""#a2201f"", ""#b9a994"", ""#c18c3f"", ""#64546c""]","[0.425, 0.168, 0.16, 0.131, 0.116]",407526,Till Death Shall We Start,1990
51.75,0.2297,0.2723,0.1968,"[""#97342d"", ""#eadfdd"", ""#171419"", ""#b8906f"", ""#61433b""]","[0.304, 0.197, 0.197, 0.19, 0.112]",88790,Devil Hunter Yohko 6: Double Jeopardy,1995
52.35,0.1257,0.4796,0.4346,"[""#db4d3f"", ""#90413a"", ""#3e2a2c"", ""#dec3a7"", ""#dc9161""]","[0.309, 0.203, 0.182, 0.172, 0.135]",770041,Vendado y frío,1999
21.62,0.7094,0.2536,0.0731,"[""#1f2023"", ""#5c5040"", ""#ae9d82"", ""#6a1f18"", ""#c43414""]","[0.666, 0.122, 0.083, 0.069, 0.061]",258612,Moonlight Boy,1993
23.96,0.6141,0.3854,0.0992,"[""#100c0e"", ""#721919"", ""#665b5a"", ""#341716"", ""#c2b3ad""]","[0.592, 0.121, 0.11, 0.092, 0.085]",54111,Memento Mori,1999
78.19,0.0444,0.1669,0.0354,"[""#f1e6ea"", ""#caa3a5"", ""#be7152"", ""#432a2b"", ""#5d83ac""]","[0.434, 0.232, 0.144, 0.137, 0.053]",78428,Erotic Ghost Story II,1991
35.72,0.3787,0.5152,0.0172,"[""#a72d62"", ""#242b54"", ""#180b0f"", ""#9a7d81"", ""#d4c387""]","[0.316, 0.313, 0.154, 0.153, 0.064]",4242,Scary Movie,1991
19.01,0.6626,0.5549,0.1477,"[""#0d080e"", ""#ac461c"", ""#4c221c"", ""#405d88"", ""#c6a495""]","[0.576, 0.174, 0.155, 0.05, 0.046]",52660,Cast a Deadly Spell,1991
37.48,0.3709,0.3606,0.1761,"[""#252122"", ""#6f3a2d"", ""#b64e24"", ""#bd8a55"", ""#bfbeaa""]","[0.32, 0.223, 0.19, 0.17, 0.098]",961547,Super-Horror Experience 1: Death and Make-up,1995
21.08,0.6339,0.2075,0.0609,"[""#0d0a09"", ""#70614c"", ""#ee1f20"", ""#c9bdae"", ""#801a1c""]","[0.559, 0.207, 0.097, 0.096, 0.04]",58864,The Boneyard,1991
31.33,0.4288,0.5081,0.3083,"[""#211919"", ""#5b1724"", ""#385370"", ""#99b9dd"", ""#c81f3c""]","[0.334, 0.224, 0.217, 0.125, 0.1]",462479,Lunatic Love,1994
21.34,0.609,0.387,0.127,"[""#150e16"", ""#2c293e"", ""#401f23"", ""#887989"", ""#7d2e3a""]","[0.366, 0.248, 0.16, 0.124, 0.101]",353156,Scary True Stories: Realm of Spectres,1992
50.71,0.1172,0.2596,0.0775,"[""#44343a"", ""#876d64"", ""#d3a47f"", ""#b86a55"", ""#e8e0d5""]","[0.349, 0.219, 0.2, 0.116, 0.116]",438451,Flames of Royal Love,1991
32.37,0.4739,0.5154,0.2774,"[""#1d1316"", ""#661a19"", ""#281c7a"", ""#dab492"", ""#bc2c1b""]","[0.249, 0.219, 0.196, 0.171, 0.165]",65416,An American Vampire Story,1997
27.04,0.4654,0.4027,0.1707,"[""#19191b"", ""#9b2d1d"", ""#5a2b1f"", ""#42545a"", ""#a88a66""]","[0.366, 0.172, 0.167, 0.153, 0.141]",642023,The Theater Killer,1996
29.58,0.3062,0.4224,0.3121,"[""#30221f"", ""#762924"", ""#5c593d"", ""#d7322c"", ""#666886""]","[0.334, 0.254, 0.202, 0.116, 0.094]",124230,Townies,1999
24.57,0.5807,0.4158,0.188,"[""#130b0e"", ""#572122"", ""#bb4f4f"", ""#525675"", ""#bdbabf""]","[0.522, 0.171, 0.136, 0.088, 0.083]",46959,Game Over,1990
37.57,0.4173,0.2471,0.099,"[""#231a19"", ""#63403b"", ""#be8a7d"", ""#e4d5d3"", ""#81767c""]","[0.47, 0.186, 0.144, 0.103, 0.098]",609323,Kawarasaki Family,1996
19.39,0.6925,0.4496,0.1782,"[""#1a0c0c"", ""#1d231b"", ""#633632"", ""#bf8268"", ""#447634""]","[0.447, 0.218, 0.156, 0.122, 0.056]",79975,Shrunken Heads,1994
27.9,0.5506,0.3491,0.0194,"[""#14100e"", ""#5d4729"", ""#b29446"", ""#cbd0c7"", ""#3b4b88""]","[0.485, 0.249, 0.157, 0.084, 0.025]",135150,Capitaine X,1994
40.48,0.2399,0.3609,0.0117,"[""#0d0a0b"", ""#5c67b0"", ""#494567"", ""#c5a6b2"", ""#8396cf""]","[0.275, 0.268, 0.197, 0.146, 0.115]",264184,The Graveyard Story,1991
56.93,0.1788,0.463,0.3156,"[""#b7462a"", ""#ebd8b8"", ""#171c15"", ""#733325"", ""#e40e09""]","[0.307, 0.239, 0.189, 0.159, 0.106]",421371,2000 Anos para Isso?,1996
37.21,0.3879,0.384,0.0,"[""#0a1112"", ""#3c5f6a"", ""#bfc9c2"", ""#d2a633"", ""#6a592d""]","[0.424, 0.264, 0.126, 0.113, 0.073]",386081,Urban Legends,1998
54.97,0.0627,0.4709,0.1459,"[""#cc4c65"", ""#7f319c"", ""#483b2d"", ""#caae9a"", ""#7ce16e""]","[0.251, 0.225, 0.198, 0.172, 0.154]",274897,Zombie Toxin,1996
86.07,0.0342,0.1104,0.0149,"[""#f9f9f1"", ""#e1e2b8"", ""#7e8675"", ""#222524"", ""#994b31""]","[0.468, 0.293, 0.1, 0.076, 0.063]",9412,Night Time,1998
33.46,0.4026,0.5463,0.119,"[""#19191c"", ""#2f5c96"", ""#488fb7"", ""#96191a"", ""#c2ab98""]","[0.438, 0.184, 0.176, 0.125, 0.076]",382464,Hell Teacher Nube,1996
32.44,0.3341,0.37,0.0392,"[""#222829"", ""#243262"", ""#546062"", ""#c4b293"", ""#bc4f4e""]","[0.337, 0.31, 0.173, 0.111, 0.068]",680199,The House of Pop 5,1991
25.62,0.5924,0.1459,0.0806,"[""#2b2926"", ""#605a51"", ""#e6685b"", ""#7e4d40"", ""#b69e89""]","[0.628, 0.116, 0.103, 0.085, 0.068]",100190,Psycho Pike,1992
30.55,0.4094,0.5323,0.178,"[""#0c0c1b"", ""#bf917c"", ""#564035"", ""#972626"", ""#7c557b""]","[0.473, 0.191, 0.162, 0.139, 0.035]",19604,Decampitated,1998
24.35,0.6322,0.2977,0.0857,"[""#0d0707"", ""#672e25"", ""#d4b2a3"", ""#f3c754"", ""#cc7a32""]","[0.538, 0.168, 0.138, 0.098, 0.058]",887093,Ritual der Verdammnis,1999
28.36,0.4752,0.6363,0.2635,"[""#1a0b09"", ""#4e2618"", ""#8f4f1e"", ""#b9a16c"", ""#e10f0a""]","[0.382, 0.275, 0.181, 0.096, 0.067]",363277,Writer's Block,1995
26.77,0.6182,0.2076,0.0,"[""#1f211f"", ""#263f45"", ""#5c7678"", ""#207baa"", ""#aac1c5""]","[0.501, 0.201, 0.122, 0.097, 0.079]",972601,Facez of Death 2000 Vol. 2: Dead in Asia,1996
33.39,0.2941,0.3808,0.368,"[""#9b3f3d"", ""#181617"", ""#602a29"", ""#6c8b9c"", ""#abab6a""]","[0.321, 0.221, 0.212, 0.188, 0.057]",719769,Elvis' Grave,1992
34.81,0.4322,0.4268,0.1067,"[""#161759"", ""#24161b"", ""#d1ba94"", ""#863b2b"", ""#645876""]","[0.323, 0.23, 0.178, 0.142, 0.128]",422326,The Subway Killer,1991
47.7,0.0854,0.4231,0.107,"[""#335d92"", ""#4f3c3f"", ""#c0a89a"", ""#b8482d"", ""#e3d434""]","[0.396, 0.225, 0.168, 0.126, 0.084]",157036,Revenge of the Red Baron,1994
20.72,0.6359,0.2032,0.1658,"[""#040000"", ""#bf0f02"", ""#861a0e"", ""#7e5853"", ""#d1c8c8""]","[0.426, 0.274, 0.128, 0.092, 0.081]",11252,Psycho,1998
63.2,0.1627,0.0627,0.0,"[""#dfded6"", ""#2b2a28"", ""#504d45"", ""#9e9c96"", ""#6d653b""]","[0.502, 0.24, 0.114, 0.106, 0.038]",27546,The Wasp Woman,1995
20.18,0.6379,0.5487,0.5605,"[""#211519"", ""#491a1c"", ""#d82828"", ""#881d1b"", ""#db627b""]","[0.354, 0.236, 0.19, 0.188, 0.032]",921884,The Spirit of the Dead,2000
17.11,0.6415,0.7436,0.418,"[""#100302"", ""#3f0e09"", ""#bd380e"", ""#73190a"", ""#ca9c7d""]","[0.375, 0.215, 0.2, 0.192, 0.018]",42289,666: The Child,2006
22.83,0.5241,0.3363,0.0829,"[""#151516"", ""#6e6258"", ""#5c2e44"", ""#8a311c"", ""#d28b52""]","[0.47, 0.177, 0.144, 0.122, 0.086]",465083,La trajinera del terror,2005
55.99,0.1802,0.2114,0.0111,"[""#34362f"", ""#d8a570"", ""#f9f5ea"", ""#827153"", ""#8c2e17""]","[0.332, 0.32, 0.162, 0.146, 0.04]",58989,Damien's Seed,1996
38.12,0.3219,0.2895,0.048,"[""#36364d"", ""#100c16"", ""#76758a"", ""#cac9d4"", ""#89160e""]","[0.325, 0.293, 0.174, 0.122, 0.087]",55616,Dracula: Pages from a Virgin's Diary,2002
39.93,0.3364,0.4548,0.0002,"[""#1c234f"", ""#0b0b1b"", ""#3c5277"", ""#638da9"", ""#d2e1e6""]","[0.264, 0.259, 0.205, 0.18, 0.092]",59220,Darkworld,2005
8.44,0.8776,0.0,0.0,"[""#010101"", ""#1f1f1f"", ""#4c4c4c"", ""#e4e4e4"", ""#8b8b8b""]","[0.814, 0.07, 0.042, 0.037, 0.037]",716480,The Hound,1997
39.71,0.3282,0.8824,0.3388,"[""#d74605"", ""#200502"", ""#721909"", ""#f2941f"", ""#f9cd82""]","[0.307, 0.263, 0.2, 0.166, 0.064]",23202,Trick 'r Treat,2007
13.23,0.7611,0.3916,0.0326,"[""#080201"", ""#2d1a11"", ""#5f3d27"", ""#a17952"", ""#dfcdb2""]","[0.549, 0.182, 0.15, 0.097, 0.022]",10665,The Strangers,2008
22.59,0.5888,0.5149,0.1243,"[""#12060b"", ""#980315"", ""#4e4949"", ""#d8d6d5"", ""#500a13""]","[0.666, 0.159, 0.094, 0.043, 0.038]",569238,Evilio,1992
7.51,0.8604,0.3634,0.0149,"[""#020506"", ""#0c2124"", ""#1c3f44"", ""#4f7b86"", ""#6f1b27""]","[0.616, 0.179, 0.132, 0.05, 0.024]",13207,Friday the 13th,2009
28.48,0.4608,0.5219,0.0652,"[""#163240"", ""#151417"", ""#306172"", ""#d2310c"", ""#b2d5d4""]","[0.306, 0.297, 0.24, 0.108, 0.049]",11152,The Ruins,2008
50.58,0.0615,0.3573,0.0007,"[""#3a463a"", ""#81713b"", ""#cab6a3"", ""#7189ad"", ""#c5732b""]","[0.364, 0.197, 0.178, 0.16, 0.101]",883275,From The Depths Of Depravity: Forgive Me Father For I Have Sinned,2004
55.34,0.1374,0.1793,0.0743,"[""#d2d4cf"", ""#221f27"", ""#753939"", ""#485358"", ""#958c85""]","[0.249, 0.245, 0.176, 0.171, 0.16]",73043,Kaidan,2007
43.79,0.3744,0.3381,0.0384,"[""#12121d"", ""#333d5a"", ""#dee3ed"", ""#7e8daa"", ""#8e2d28""]","[0.444, 0.234, 0.15, 0.123, 0.048]",96125,Vegas Vampires,2003
34.48,0.4393,0.5703,0.1099,"[""#191c1b"", ""#ca3411"", ""#d3b73f"", ""#1c4fb4"", ""#98c0d2""]","[0.466, 0.201, 0.144, 0.112, 0.076]",45397,My Left Eye Sees Ghosts,2002
66.82,0.0724,0.2669,0.0564,"[""#9e656d"", ""#e4e5ea"", ""#5a7c2b"", ""#2e1d25"", ""#9ca9e5""]","[0.25, 0.243, 0.188, 0.165, 0.154]",280191,Vismayathumbathu,2004
25.25,0.5235,0.5011,0.0888,"[""#1a141d"", ""#294151"", ""#207dc0"", ""#9e3036"", ""#8ba6ac""]","[0.424, 0.225, 0.178, 0.115, 0.058]",182769,Haunted Office,2002
35.51,0.5017,0.4236,0.0378,"[""#060202"", ""#c6c0ac"", ""#371912"", ""#a2935b"", ""#6b4c22""]","[0.526, 0.18, 0.126, 0.106, 0.062]",24409,Nightmare Man,2006
22.97,0.5467,0.3468,0.1023,"[""#141c24"", ""#5a544e"", ""#4a1718"", ""#8d2426"", ""#a6a6a5""]","[0.608, 0.194, 0.084, 0.074, 0.04]",387459,Dornröschen,2004
19.36,0.703,0.4623,0.161,"[""#090203"", ""#2a1014"", ""#592c32"", ""#d0c6be"", ""#997573""]","[0.556, 0.212, 0.124, 0.056, 0.052]",21198,House of Voices,2004
13.77,0.8023,0.5189,0.1208,"[""#050403"", ""#510b0d"", ""#bb1712"", ""#e4e2e4"", ""#6f6b6b""]","[0.779, 0.128, 0.044, 0.026, 0.023]",364424,The Innocent,2006
63.38,0.1247,0.1365,0.0326,"[""#dad2ce"", ""#ac9893"", ""#120c0a"", ""#5d504d"", ""#b55d5e""]","[0.364, 0.24, 0.196, 0.113, 0.087]",67988,Curse of the Wolf,2006
