id,label,score,title,year,is_animal,is_creature
862035,uncertain,0.263,If She Screams,2021,False,False
862065,uncertain,0.286,The Pool 2,2005,False,False
862857,uncertain,0.392,NYX 13 Minutes of Horror Film Fest: Folklore,2021,False,False
862908,zombie,0.759,The Driving Dead,2014,False,True
862131,uncertain,0.407,Casket Climber Insect God,2006,False,False
862789,uncertain,0.345,Garin Movie Project,2012,False,False
863171,uncertain,0.324,Tixie,2020,False,False
862090,ghost,0.982,Ghost Keepers of the Light,2019,False,True
863525,none,0.601,Homestead,2020,False,False
863596,uncertain,0.421,Case #3809 - The Eldritch Mortician,2021,False,False
864012,uncertain,0.436,Fixing Daisy,2021,False,False
863443,uncertain,0.324,How to make brownies,2021,False,False
864750,demon,0.535,Devil Souls,1997,False,True
863841,uncertain,0.181,Into the Uncanny Valley,2020,False,False
864860,ghost,0.62,Hazel,2021,False,True
864237,uncertain,0.306,Minh Tu Le Scissorhands,2021,False,False
865390,uncertain,0.288,From Dust,2016,False,False
865556,uncertain,0.348,Pig Face - Chapter Two,2021,False,False
866002,uncertain,0.259,Do Not,2018,False,False
865528,ghost,0.725,They Called Me David,2021,False,True
865620,uncertain,0.323,Olive’s apartment is haunted,2021,False,False
866100,uncertain,0.347,Lost Child,2021,False,False
866661,uncertain,0.249,The Man in the Garage,2008,False,False
865672,uncertain,0.225,Horrortales.666 Part 2,2021,False,False
866700,uncertain,0.396,Puppy Dog Tails,2011,False,False
865939,ghost,0.824,This Little Piggy,2017,False,True
866153,uncertain,0.441,Flesh Eater X,2021,False,False
866376,uncertain,0.331,Spoken,2021,False,False
868551,zombie,0.56,The Pocong Shroud Ghost,2022,False,True
868603,uncertain,0.285,Pig Face - The Final Chapter,2021,False,False
866741,uncertain,0.306,Box,2021,False,False
866027,snake,0.869,The Sins of Government,2005,True,True
868547,masked_killer,0.626,Killer Party,2022,False,True
869071,doll,0.793,Pappy's Graveyard,2021,False,True
866401,uncertain,0.38,Lambs,2021,False,False
869101,ghost,0.519,A Normal Human Interaction,2021,False,True
866716,uncertain,0.429,When Shadows Dance at Night,2021,False,False
869041,none,0.936,The Registry,2021,False,False
868706,uncertain,0.226,Black Lizard Tales,2020,False,False
869150,uncertain,0.39,The Unsettling,2021,False,False
869764,ghost,0.585,Affright,2021,False,True
869443,uncertain,0.205,The Horse and the Stag,2018,False,False
869900,uncertain,0.365,The Study,2018,False,False
869154,uncertain,0.242,Claustrophobia,2021,False,False
869953,demon,0.613,Gumnam Qatil,2001,False,True
870056,none,0.777,Caesar & Otto in the House of Dracula,2009,False,False
870383,uncertain,0.264,Detention,2019,False,False
870619,witch,0.573,Flesh,2021,False,True
870510,uncertain,0.218,"All the Way Down, This Time",2021,False,False
870506,uncertain,0.442,"My Body, Its Choice",2020,False,False
870478,ghost,0.789,Final Breath,2012,False,True
870531,ghost,0.835,Scopaesthesia,2021,False,True
870542,uncertain,0.357,Suzanne's Hypnosis,1997,False,False
871624,uncertain,0.189,New Breed,2001,False,False
870809,uncertain,0.342,Rough Waters,2013,False,False
871401,uncertain,0.414,Chatty,2021,False,False
871836,ghost,0.914,The Slit-Mouthed Woman: Chapter 2,2021,False,True
870946,uncertain,0.439,Dark Passage,2019,False,False
871406,uncertain,0.484,Weee Wooo,2021,False,False
872620,wolf_dog,0.523,CarousHELL The 2nd,2021,True,True
872512,uncertain,0.395,#nofilter,2021,False,False
872325,uncertain,0.442,Detak,2021,False,False
872668,none,0.551,12/15/1996,2011,False,False
872663,none,0.513,12/14/1996,2011,False,False
872485,none,0.544,The Lock-In,2015,False,False
872618,uncertain,0.464,The Phantom Lake Kids in The Beast Walks Among Us,2021,False,False
872255,uncertain,0.356,Keep the Family Close,2021,False,False
872338,uncertain,0.252,Andreadeus of the Night,1973,False,False
873113,uncertain,0.367,The Cold Heart of Crystal Lake,2003,False,False
873668,ghost,0.898,Are You Ready?,2021,False,True
873355,uncertain,0.229,Escape of Shark,2021,False,False
873717,ghost,0.675,For Hemingway,2019,False,True
873888,alien,0.616,Journey of Elisa Lam,2014,False,True
872889,uncertain,0.458,They're Coming!,2020,False,False
873973,masked_killer,0.594,Fresh Hell,2021,False,True
873516,doll,0.574,Duppy,2021,False,True
874657,uncertain,0.499,La Vieja,2016,False,False
873865,uncertain,0.28,Silent Road,2018,False,False
874242,ghost,0.532,The Star Light motel,2021,False,True
874687,skeleton,0.542,Der Gesandte,1989,False,True
874756,none,0.534,Kabut,2021,False,False
874753,zombie,0.512,Aku Lupa Aku Luka,2021,False,True
875030,uncertain,0.256,They're Coming for You,2018,False,False
874950,uncertain,0.378,Boo!,1980,False,False
874973,uncertain,0.277,Was That You ?,2021,False,False
875138,none,0.617,Alone,2021,False,False
875236,uncertain,0.41,Blowing Raspberries,2015,False,False
875429,uncertain,0.373,Seepers: A Love Story,2021,False,False
875893,uncertain,0.179,Video Psycho,1997,False,False
875356,uncertain,0.429,"1,000 Steps",2021,False,False
875334,uncertain,0.334,David,2020,False,False
875426,masked_killer,0.528,Keep Dreaming,2018,False,True
874894,uncertain,0.248,Rules of the Dead,2020,False,False
875022,uncertain,0.349,The Drift,2021,False,False
875989,uncertain,0.332,Midnight Snack,2020,False,False
875915,witch,0.602,Burn the Bitch,2021,False,True
875903,ghost,0.663,Serpent's Breath,1999,False,True
876010,uncertain,0.31,Going to Sleep,2019,False,False
876224,none,0.637,Anniversary,2021,False,False
876177,uncertain,0.387,Killer Horizon,2008,False,False
876237,none,0.916,Honeymoon,2021,False,False
876205,doll,0.757,Movin Day,2021,False,True
876222,uncertain,0.432,Cry Baby,2021,False,False
876210,uncertain,0.234,Return of the Beast from Outer Space,2021,False,False
876001,uncertain,0.24,In These Parts,2021,False,False
876247,demon,0.549,The Curse of Pizza Mike,2021,False,True
876122,uncertain,0.272,Going to the Chapel,2021,False,False
876269,zombie,0.858,Aylesbury Dead,2016,False,True
876430,uncertain,0.342,Hell of a Pitcher,2021,False,False
876286,demon,0.656,Devil's Five,2021,False,True
876707,uncertain,0.479,An Unusual Problem,2021,False,False
876418,uncertain,0.347,Get Home Safe,2021,False,False
876254,uncertain,0.401,At the Mountains of Madness,2021,False,False
877106,uncertain,0.151,The Odd World of Felicia Fisher,2020,False,False
876544,ghost,0.805,Familiar,2021,False,True
877247,uncertain,0.312,Snarl,2019,False,False
876465,doll,0.535,Mother's House,2011,False,True
877089,ghost,0.731,Close the Door,2015,False,True
877189,ghost,0.544,The Glass Breakfront,2021,False,True
877374,uncertain,0.423,El Cuchillo,2021,False,False
877439,ghost,0.599,Lock All Doors,2017,False,True
877430,ghost,0.98,Classic Ghost Stories,1986,False,True
877445,uncertain,0.325,Jack the Vomiter,2006,False,False
878096,uncertain,0.169,Door Salesman Dave,2021,False,False
878362,uncertain,0.459,The Agnostics,2021,False,False
878494,uncertain,0.372,Mater Mortis,2021,False,False
877907,insect,0.986,Bug Bites!,2021,True,True
878414,uncertain,0.279,The Mountain Stalker,2021,False,False
878367,masked_killer,0.808,Dream Visions,2021,False,True
878576,uncertain,0.234,The Dying,1997,False,False
879267,none,0.598,Rhino Bitch,1994,False,False
878844,vampire,0.705,The Plumber,2021,False,True
879138,ghost,0.616,Live,2018,False,True
879033,uncertain,0.314,Dead Fishermen,2021,False,False
879209,skeleton,0.876,Jack Lantern,2017,False,True
878853,witch,0.733,There Can Only Be One,2019,False,True
879430,uncertain,0.449,Marked,2021,False,False
878720,uncertain,0.369,A Life Hereafter,2017,False,False
879432,none,0.822,Landlocked,2021,False,False
879339,ghost,0.751,In the Bathroom..,2021,False,True
879226,uncertain,0.422,Man on a Train,2018,False,False
880024,uncertain,0.35,A Funny Way to Die,2020,False,False
879956,clown,0.565,2551.01,2021,False,True
879305,ghost,0.522,Glimpse,2019,False,True
879486,uncertain,0.374,Thank You For Nothing,2021,False,False
879849,uncertain,0.156,Seagull,2022,False,False
879878,uncertain,0.357,Ghoul From the Tidal Pool,2010,False,False
879717,uncertain,0.456,Something Is Near,2021,False,False
880264,uncertain,0.329,Night Breakers,2021,False,False
880294,doll,0.526,Becky,2020,False,True
880311,uncertain,0.438,My Friends The Plants,2021,False,False
880068,uncertain,0.189,Agonia,2019,False,False
880370,uncertain,0.304,Missing,2012,False,False
880226,uncertain,0.371,Symbolicus Vol. 2,2021,False,False
880585,uncertain,0.399,The Perfect Cut,2021,False,False
880568,uncertain,0.237,The Secret Pool,2021,False,False
880937,uncertain,0.336,Blood Freak,2020,False,False
880572,zombie,0.795,ZTV: Sympathy for the Devil,2021,False,True
881138,uncertain,0.402,Dr. Prim,2021,False,False
881053,uncertain,0.297,Unspeakable Things,2021,False,False
880845,uncertain,0.497,Red is the Color of Beauty,2021,False,False
880515,uncertain,0.43,Gateway,2021,False,False
881380,uncertain,0.222,Laundry Night,2019,False,False
880863,uncertain,0.286,Knowing Your Enemy,2021,False,False
880567,uncertain,0.263,Get Up and Eat,2020,False,False
880939,uncertain,0.413,Remain Unseen,2014,False,False
881219,ghost,0.728,Night of the Ghoul Log,2021,False,True
881355,uncertain,0.233,There’s Someone at Home,2021,False,False
881405,uncertain,0.233,Moon Blood: Blessed are the sick,2017,False,False
881308,uncertain,0.158,Dreams,2021,False,False
881598,uncertain,0.317,Eyang Putri,2021,False,False
881828,uncertain,0.454,Better Safe Than Sorry,2021,False,False
881402,uncertain,0.386,Followers of the Dead Light,2020,False,False
881597,none,0.782,Ritual The Series,2021,False,False
881404,uncertain,0.408,Demon of the Woods,2021,False,False
881803,uncertain,0.274,You'll Only Have Each Other,2018,False,False
882235,zombie,0.642,The Dead That Live,2021,False,True
882218,none,0.567,Wolf Pup,2019,False,False
881688,uncertain,0.275,Zombie Blood Death,2012,False,False
882431,uncertain,0.482,Deadly Beloved,2009,False,False
881761,ghost,0.54,Terrible Things,2021,False,True
882186,uncertain,0.368,Sleep,2021,False,False
882904,uncertain,0.472,House On The Hill,2016,False,False
882530,uncertain,0.186,Pygmalion,2021,False,False
882948,demon,0.603,Itoro,2013,False,True
882502,uncertain,0.217,Three Hos One Street,2021,False,False
883001,uncertain,0.447,My Red Ball,2018,False,False
882593,uncertain,0.352,This Is Our Home,2021,False,False
883090,uncertain,0.461,Ripped,2015,False,False
883341,uncertain,0.255,The Letter,2020,False,False
883347,uncertain,0.398,Vampire Nymphets,2021,False,False
883034,uncertain,0.258,Vore Gore,2021,False,False
883745,ghost,0.715,Into the Silver Ether,2020,False,True
883680,demon,0.545,In the Dark,2021,False,True
883275,uncertain,0.435,From The Depths Of Depravity: Forgive Me Father For I Have Sinned,2004,False,False
882754,uncertain,0.339,Rust Belt Driller,2022,False,False
884234,uncertain,0.432,This Must Be The Place,2019,False,False
883428,none,0.868,Shororipu 1,2016,False,False
884059,uncertain,0.471,Kore,2022,False,False
884356,uncertain,0.334,Death Toilet Number 2,2019,False,False
883299,ghost,0.532,Silver Screen Suicide,2021,False,True
884517,uncertain,0.374,Perfect,2021,False,False
884826,uncertain,0.371,Irving Undead,2021,False,False
884800,uncertain,0.247,Slurp,2021,False,False
884536,uncertain,0.416,Lucifer's Satanic Daughter,2021,False,False
885030,uncertain,0.216,Strangers in the Night,2021,False,False
884681,ghost,0.635,Disembodies,2021,False,True
883977,uncertain,0.329,The Rockingham Tea Set,1950,False,False
885468,demon,0.685,Hell on the Shelf,2021,False,True
885187,none,0.563,Tree,2007,False,False
885284,uncertain,0.386,All Our Love Spilled On The Walls,1979,False,False
885755,uncertain,0.214,In The House Of Ravens,2018,False,False
886336,uncertain,0.406,"Not Violent, I Promise, I Swear",2021,False,False
885930,uncertain,0.267,The Devil,2015,False,False
886305,uncertain,0.444,Monday,2021,False,False
886604,uncertain,0.332,Penumbra,2021,False,False
885375,uncertain,0.306,No. My Other Possessed-Zombie Girlfriend.,2006,False,False
886638,uncertain,0.388,"i don't know how, but i don't think i'm alone",2021,False,False
886884,uncertain,0.19,The Ultimate Underground Amateur Slaughterfest of Death,2020,False,False
886427,uncertain,0.413,My Cherry Pie,2021,False,False
886576,uncertain,0.209,Dread in the Night,2021,False,False
887169,none,0.541,The Nicky Nack,2021,False,False
887173,uncertain,0.351,Number 7,2021,False,False
887445,uncertain,0.407,ForgotteNation,2021,False,False
886611,uncertain,0.284,Another Dimension,2021,False,False
887187,none,0.726,The Lost Voyager,2021,False,False
887318,ghost,0.557,Dante's Shadow of Sin,2021,False,True
886885,uncertain,0.277,Turducken,2021,False,False
887920,uncertain,0.409,Death Portrait 1,2021,False,False
887907,uncertain,0.378,Sound Check,2021,False,False
887876,uncertain,0.333,Hereafter,2021,False,False
887470,uncertain,0.238,The Man Who Beat the Man,2018,False,False
887924,ghost,0.567,UNINVITED,2021,False,True
887786,uncertain,0.271,The Bad Father,2002,False,False
888838,uncertain,0.429,The Long Dark Trail,2021,False,False
888665,ghost,0.554,That One House,2022,False,True
888694,demon,0.529,The Devil Came Home,2021,False,True
889266,ghost,0.526,The Stalker,2021,False,True
889046,uncertain,0.253,Camping Trip,2021,False,False
888827,giant_monster,0.642,Boutique Fantasque,2021,False,True
888452,uncertain,0.456,Shadow Tracker: Vampire Hunter,1999,False,False
889676,uncertain,0.219,Dorset,2018,False,False
889977,ghost,0.68,Attached: Paranormal,2021,False,True
889424,uncertain,0.273,The Belt,2021,False,False
890574,demon,0.51,DV5: Cord Cutter Hell,2021,False,True
890166,masked_killer,0.556,Eternal Isolation,2016,False,True
889839,uncertain,0.213,Ragtime,2021,False,False
890452,uncertain,0.167,2AM: The Smiling Man,2013,False,False
890874,uncertain,0.372,Inoculation,2021,False,False
891184,uncertain,0.251,Cinema?,2021,False,False
891013,uncertain,0.492,Jane,2021,False,False
891253,uncertain,0.359,Village of Darkness,2022,False,False
891701,uncertain,0.473,W. C. FIELDS REPORTEDLY PAID FIFTY DOLLARS TO HAVE A THIEVING COMIC'S LEGS BROKEN,2020,False,False
891936,ghost,0.514,Days Before Christmas,1992,False,True
891195,doll,0.917,Doll Killer 2,2021,False,True
892087,uncertain,0.235,Gravis Terrae,2021,False,False
891991,uncertain,0.248,SHAKE BODY DANCER: Slumber Party,2021,False,False
892110,zombie,0.938,Dead County,2021,False,True
891989,vampire,0.882,Vampire Strippers,2021,False,True
892219,uncertain,0.481,Blood House,2021,False,False
892175,uncertain,0.463,The Wet Ones,2021,False,False
891704,ghost,0.515,Since I Don't Have You,1992,False,True
892432,uncertain,0.285,Cybolica,2019,False,False
892142,uncertain,0.324,Tundra,2021,False,False
892265,ghost,0.812,Notes,2021,False,True
892457,none,0.83,DINNER,2021,False,False
892458,ghost,0.561,Apnea,2020,False,True
892368,giant_monster,0.577,drive home,2021,False,True
892957,uncertain,0.222,Onryo,2021,False,False
893284,ghost,0.834,Momo,2021,False,True
893255,witch,0.601,The Magpie,2020,False,True
893354,uncertain,0.251,Carousel,2021,False,False
893098,uncertain,0.309,Trespassing,2020,False,False
892361,uncertain,0.221,The Lookout,2021,False,False
893411,uncertain,0.346,Nostalgic Z,2012,False,False
894239,uncertain,0.389,St. Patrick's Day,2021,False,False
893396,uncertain,0.323,Can You Check in the Back?,2021,False,False
894698,uncertain,0.312,Samhain,2020,False,False
894600,uncertain,0.411,Ego Te Absolvo,2019,False,False
894125,zombie,0.519,Surprise!,2021,False,True
894751,none,0.821,Five After Nine,2020,False,False
894733,uncertain,0.346,The Tragedy Of Doctor Jekyll And Mister Hyde,2021,False,False
894818,uncertain,0.445,Double Edged,2020,False,False
894570,uncertain,0.335,EGGGS,2017,False,False
894717,uncertain,0.341,Ignore It,2021,False,False
894334,uncertain,0.3,Bedbug,2021,False,False
894734,uncertain,0.43,Those Shoes,2019,False,False
895499,ghost,0.635,I see are seeing me,2021,False,True
894699,uncertain,0.369,Stuffings,2021,False,False
895290,uncertain,0.26,Sunday The 9th,2021,False,False
896011,uncertain,0.142,Hexatic Phase,2020,False,False
895492,uncertain,0.349,Hunting Rabbits,2018,False,False
896161,uncertain,0.309,Hiya Janice,2021,False,False
895073,uncertain,0.362,The Audition,2021,False,False
896164,uncertain,0.37,Ipecac,2021,False,False
896173,uncertain,0.455,Mnesis,2021,False,False
896169,witch,0.752,It Came From The Kitchen,2021,False,True
896155,uncertain,0.417,Childhood Memories,2021,False,False
896087,uncertain,0.388,The Captain's Daughter,2016,False,False
896345,uncertain,0.361,You Have One New Message,2021,False,False
896268,wolf_dog,0.537,Man-Horse,2021,True,True
896922,none,0.628,1:00 A.M.,1995,False,False
896592,demon,0.599,Divination,2016,False,True
896205,masked_killer,0.766,Maniac Cop,2008,False,True
896375,ghost,0.553,Phases,2021,False,True
896180,doll,0.872,Lovemaking of Trolls,2021,False,True
897078,uncertain,0.373,Sick,2016,False,False
897260,uncertain,0.405,The Project,2017,False,False
897268,uncertain,0.43,Buried Friend,2020,False,False
897159,spider,0.7,The Delivery,2021,True,True
898021,ghost,0.697,Sleepwalker,2020,False,True
897488,ghost,0.665,From Where It Came,2021,False,True
898080,uncertain,0.295,Listener,2021,False,False
897871,none,0.506,Unearthed: The Curse of Nephthys,2018,False,False
898100,uncertain,0.291,Rise of the Scarecrows: Hell on Earth,2021,False,False
898435,ghost,0.608,Family Forbidden,2021,False,True
897398,ghost,0.513,Charlotte on the Rebound,2021,False,True
898348,uncertain,0.426,Lone Signal,2021,False,False
897874,ghost,0.563,Footsteps,2021,False,True
898365,uncertain,0.369,Show Us Responding,2021,False,False
898555,uncertain,0.274,Machine Learning,2021,False,False
899060,uncertain,0.245,fuji_jukai.mov,2016,False,False
899620,uncertain,0.391,La Chorona,2021,False,False
899673,uncertain,0.472,Why Do Mosquitoes Follow The Light?,2021,False,False
899754,uncertain,0.285,Blinded,2021,False,False
899722,uncertain,0.357,Eyes,2021,False,False
899694,ghost,0.548,Paranoia,2017,False,True
899675,uncertain,0.235,Self-Portrait,2021,False,False
899907,uncertain,0.217,The Darkness of the Road,2021,False,False
899871,uncertain,0.274,Shadows,2019,False,False
898860,uncertain,0.473,Unknown Number,2016,False,False
900065,uncertain,0.291,Winds Junction,2015,False,False
899996,uncertain,0.274,Bloodtraffick,2011,False,False
899504,uncertain,0.339,DeadMe,2020,False,False
900913,uncertain,0.202,Puri,1984,False,False
900412,uncertain,0.422,Flicker,2017,False,False
901247,uncertain,0.446,Bloodwater,2021,False,False
901257,uncertain,0.437,Ending the Eternal,2008,False,False
900855,uncertain,0.434,Escalation,2021,False,False
903040,none,0.711,Holes In The Sky: The Sean Miller Story,2021,False,False
902984,ghost,0.776,Material Girl,2020,False,True
903508,uncertain,0.358,DOGTAG,2021,False,False
903329,masked_killer,0.647,Anarchy Relaxy,2021,False,True
903075,uncertain,0.362,Unmade,2019,False,False
904085,uncertain,0.222,The Creek,2020,False,False
904929,skeleton,0.745,Faces of Dying III,2021,False,True
904926,skeleton,0.746,Faces of Dying II,2021,False,True
903097,uncertain,0.395,Creature,2019,False,False
905011,uncertain,0.259,Negatives,2021,False,False
906425,none,0.785,Lake House: 2002,2021,False,False
910501,zombie,0.594,Others!,2019,False,True
904924,skeleton,0.921,Faces of Dying,2015,False,True
910705,uncertain,0.362,2702 Cypress,2022,False,False
906419,uncertain,0.405,The Wooden Woman,2021,False,False
908806,none,0.625,Within,2021,False,False
906355,ghost,0.609,There's Something In The Silence,2021,False,True
911045,uncertain,0.323,Friends Forever,2011,False,False
910803,uncertain,0.464,Fright,2020,False,False
905070,uncertain,0.329,The Field,2022,False,False
906421,skeleton,0.77,Family Forbidden 2,2021,False,True
910711,uncertain,0.358,Bali,2021,False,False
910889,uncertain,0.256,Ride Scare: The Beginning,2021,False,False
910799,uncertain,0.391,The Eldritch Dreams,2021,False,False
911425,masked_killer,0.532,The Outsider,2021,False,True
911229,uncertain,0.33,"It's Me, Billy",2021,False,False
911416,uncertain,0.28,Puzzle,2021,False,False
912129,uncertain,0.273,Visiteur,2020,False,False
912556,uncertain,0.368,The Palm,2021,False,False
912734,uncertain,0.348,Morbid Colors,2021,False,False
912602,masked_killer,0.996,The Killer,2021,False,True
912638,uncertain,0.384,SCRATCH,2021,False,False
912407,none,0.816,The Miners,2021,False,False
912858,uncertain,0.437,Death Breed,2021,False,False
912668,uncertain,0.493,Dormitory,2021,False,False
912793,uncertain,0.346,A Nightmare of a Night,2020,False,False
913100,uncertain,0.202,The Dark,2021,False,False
913645,uncertain,0.233,Boomerang,2021,False,False
913343,skeleton,0.848,Dura,2022,False,True
912937,uncertain,0.299,Nefarious,2021,False,False
913062,uncertain,0.243,Fraternity of Horror,1964,False,False
914091,skeleton,0.619,The Ticket,2017,False,True
913017,uncertain,0.246,Relax with Draco,2021,False,False
914037,none,0.659,Ratking,2022,False,False
914397,ghost,0.553,While Mortals Sleep,2022,False,True
913479,doll,0.635,Ashoowang,2021,False,True
914075,vampire,0.932,Red Vodka,2021,False,True
915268,doll,0.546,Kid Nap,2020,False,True
913878,uncertain,0.315,Survival Camp,2010,False,False
915310,ghost,0.546,Prudence,2021,False,True
914015,uncertain,0.244,CD-Trip,2022,False,False
915539,ghost,0.741,Revenge Is a Dish Best Served Cold,2021,False,True
914572,uncertain,0.263,Pandemic Hotel,2021,False,False
915707,uncertain,0.223,The Blood of the Dinosaurs,2021,False,False
915162,uncertain,0.355,exposer,2022,False,False
916300,uncertain,0.279,The Herald and the Horror,2021,False,False
915058,none,0.64,The Nest,2021,False,False
916439,uncertain,0.463,Three Ways to Dine Well,2022,False,False
915292,doll,0.523,Cupcake,2021,False,True
916589,uncertain,0.245,Nixon and Hogan Smoke Christmas,2010,False,False
916120,masked_killer,0.663,Friday the 13th: Halloween Night,1994,False,True
915893,uncertain,0.259,Midnight Screams,2021,False,False
917597,uncertain,0.34,Be My Guest,2021,False,False
916124,ghost,0.659,Kudo's Secret,2014,False,True
916992,uncertain,0.356,Ground Control,2021,False,False
916042,uncertain,0.433,"Shinshu, A Curse Video Legend: 13 Infectious Straw Dolls",2020,False,False
917222,uncertain,0.444,Story Behind the Chirag Project,2019,False,False
915967,ghost,0.589,At All Cost,2014,False,True
916790,uncertain,0.336,Kitsune,2016,False,False
917883,uncertain,0.309,Anamnesis,2022,False,False
916489,uncertain,0.358,Scream of the Blind Dead,2021,False,False
918727,skeleton,0.804,Philosophy of Death,2021,False,True
918597,ghost,0.76,Out in the Woods,2018,False,True
918762,uncertain,0.314,To Whom the Bell Rings (Oblivion),2020,False,False
918731,ghost,0.563,A Faerie's Wanderlust,2017,False,True
918594,uncertain,0.33,The Artist,2021,False,False
918621,uncertain,0.285,Let's Stop at the Morgue,2021,False,False
917708,masked_killer,0.812,The Wrong Sarah,2021,False,True
918615,uncertain,0.267,Stiletto,2021,False,False
919363,doll,0.64,Bear Hugs,2017,False,True
919567,ghost,0.559,Antagonist,2020,False,True
920635,demon,0.652,The Deranged,2021,False,True
920633,uncertain,0.292,Massacre Manor,2020,False,False
920397,none,0.684,The Boy's Gone,2020,False,False
919134,uncertain,0.328,Take Care,2021,False,False
920845,uncertain,0.429,Off Grid,2019,False,False
918675,uncertain,0.21,Eye Witness,2021,False,False
920362,zombie,0.657,Trah 7,2022,False,True
921213,skeleton,0.603,Uncle Sleazo's Toxic and Terrifying T.V. Hour,2022,False,True
922048,uncertain,0.362,Requiem Psyche,2018,False,False
921644,uncertain,0.284,The House of Amygdala,2021,False,False
921646,uncertain,0.3,Fruitcake,2022,False,False
922801,uncertain,0.213,Foliage,2020,False,False
922596,ghost,0.685,User_,2021,False,True
923238,demon,0.599,Blood Trim: The Bleeding,2004,False,True
921525,uncertain,0.356,Haunt,2018,False,False
923414,uncertain,0.257,Ingelijst,2020,False,False
923855,uncertain,0.268,Mysterious! Ambilly Bubble Spirit Medium,2004,False,False
922496,ghost,0.883,Cursor,2022,False,True
923321,uncertain,0.354,Basic Slaughter,2007,False,False
923404,ghost,0.611,Captum,2017,False,True
924382,uncertain,0.378,For Your Own Safety,2022,False,False
922437,uncertain,0.454,First Contact,2022,False,False
924618,uncertain,0.29,Tardy Terror,2021,False,False
924036,uncertain,0.275,TURKEY,2021,False,False
925891,uncertain,0.365,The Lamb,2022,False,False
926074,masked_killer,0.89,Magic Man,2021,False,True
925168,skeleton,0.5,The United States of Horror: Chapter 1,2021,False,True
923246,uncertain,0.316,Bloody Giblets: The Legend of Lady Vandalay,2003,False,False
925310,skeleton,0.912,Skulldive,2021,False,True
925997,uncertain,0.413,Schizophrenia,2022,False,False
926070,uncertain,0.327,Mimicry,2021,False,False
927041,none,0.551,Grandmafia,2021,False,False
927559,ghost,0.901,Perusing the Paranormal,2021,False,True
926603,uncertain,0.467,Ornate,2021,False,False
927335,uncertain,0.25,Bear Lake Bloodbath,2021,False,False
927942,uncertain,0.315,The Recipients,2022,False,False
928102,uncertain,0.253,Goryo,2020,False,False
928074,uncertain,0.238,Wolves,2020,False,False
928020,uncertain,0.374,Onmyoji Real Record! Hyakuki Annihilation,2003,False,False
928089,uncertain,0.277,Vicious Valentine,2020,False,False
927767,uncertain,0.248,Synthetic Love,2019,False,False
928125,uncertain,0.471,See What She Did,2020,False,False
928397,uncertain,0.499,We Are The Enemy,2022,False,False
928133,uncertain,0.207,The Bandaged Man,2019,False,False
928105,uncertain,0.458,The Allotment,2021,False,False
928131,uncertain,0.497,She of The Land,2020,False,False
928591,ghost,0.701,Eternal Rest,2022,False,True
928628,uncertain,0.384,No muertos,1999,False,False
928103,uncertain,0.274,Click,2021,False,False
928778,zombie,0.982,The Last Zombi Hunter,2010,False,True
928777,uncertain,0.291,Hate Little Rabbit,2022,False,False
928776,uncertain,0.35,All the Fear of the Fair,2012,False,False
928127,uncertain,0.195,Bad News,2020,False,False
928250,none,0.783,Imzble,2022,False,False
928793,uncertain,0.243,She Dogs of the SS,2022,False,False
928646,ghost,0.637,CATHARSIS,2021,False,True
928796,masked_killer,0.504,Slutty the Clown,2022,False,True
929030,uncertain,0.431,Cyber Underground,2020,False,False
929007,uncertain,0.48,Cask of Amontilado,2011,False,False
928800,uncertain,0.379,Skinned,2021,False,False
928634,uncertain,0.493,Miemien Hantu Posesif,2015,False,False
928313,ghost,0.54,The Strange Case of Dr. Jekyll and Mr. Hyde,1989,False,True
929665,uncertain,0.456,Deadly Scare,2020,False,False
929089,uncertain,0.447,Experimenting on Roux: Prisoner 068,2021,False,False
929455,witch,0.764,Psychic Sue,2013,False,True
929944,doll,0.615,A Short Film About Babies,2022,False,True
930057,uncertain,0.251,Beasts: During Barty's Party,1976,False,False
929461,uncertain,0.356,The Tree,2020,False,False
929525,uncertain,0.27,The Gathering,2019,False,False
930726,masked_killer,0.738,Sengoku: Bloody Agent,2014,False,True
930860,uncertain,0.315,Demon Juice,2021,False,False
930662,clown,0.53,Fedora Samurai,2022,False,True
930087,uncertain,0.398,The Abandoned School,2014,False,False
930914,uncertain,0.308,Girls Night In,2022,False,False
931049,werewolf,0.501,Beware the Woods,2022,False,True
929428,ghost,0.502,The Leerie,2022,False,True
930765,uncertain,0.304,The Undying Curse,2020,False,False
930308,uncertain,0.416,Beasts: Baby,1976,False,False
931311,uncertain,0.386,Three Short Animations on the Theme of 'Socially-Distanced' Zombie Movies,2020,False,False
931323,uncertain,0.479,Road Trip,2019,False,False
931325,masked_killer,0.589,The Howl of Winterland,2022,False,True
931317,uncertain,0.253,Zombie Park,2022,False,False
931099,masked_killer,0.627,Monkey Tester,2006,False,True
930055,uncertain,0.15,Beasts: Special Offer,1976,False,False
931332,uncertain,0.38,Klan,2019,False,False
931616,uncertain,0.427,Hag,2017,False,False
931769,ghost,0.586,E's Mind,2021,False,True
931309,uncertain,0.353,Death on Halloween Night,2020,False,False
931345,ghost,0.789,Inadvertent,2020,False,True
930962,uncertain,0.348,Condamned,2018,False,False
931650,uncertain,0.205,Sleepwalker,2022,False,False
931447,uncertain,0.226,"Truly, Madly",2020,False,False
932943,uncertain,0.209,Inside Fear,2001,False,False
