id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
733068,The Horror,The Horror,en,A young woman in a creepy old house is terrorized by a killer and an ape-like monster.,,1932-12-01,/xS2Ly47kAXiYZ1GONBLf3hCO1vs.jpg,0.296,0,0.0,0,0,0,,False,,,,
739893,El hombre bestia,The Beast Man,es,"The plane of a military man falls in an isolated area of the forest and, in time, he becomes a man-beast, a troglodyte. He is found by a scientist who turns him into a guinea pig for an experimental potion. The experiment fails and the troglodyte becomes a satyr who attacks and kidnaps maidens to take them to a cave where he subjects them to atrocities.",,1934-01-01,,0.001,0,0.0,0,0,0,,False,,,,
762655,Dr Turner's Mental Home,Dr Turner's Mental Home,en,A wicked doctor experiments on the inmates of his mental home,,1929-08-01,/cSEmFbgnqyFA9O36NIrEAms1Wx5.jpg,0.251,0,0.0,0,0,0,,False,,,,
783917,A halál után,After Death,hu,,,1920-11-22,/uysCP4a35cg2q3N9hd7I2reuUgt.jpg,0.192,0,0.0,0,0,0,,False,,,,
783963,Der verlorene Schatten,Der verlorene Schatten,de,A man sells his shadow to gain success and fame but soon suffers the terrible consequences of that deal.,,1921-02-03,/u1994QwGZj66VKeMCewLZRVvajZ.jpg,0.473,0,0.0,0,0,0,,False,/362tRrfQIoiqzdAGxYVvKUU4Ss1.jpg,,,
784115,L'Étrange aventure du Docteur Works,The Curious Adventure of Doctor Works,xx,A professor lecturing his class tells the strange story of a doctor's dead wife who sends her spirit to haunt and torment him and wreck his second marriage.,,1921-12-02,/5AKXTQUhBo5nqld4zzEZnQJMwzy.jpg,0.29,0,0.0,0,0,0,,False,,,,
787187,三本指の男,Three-Fingered Detective,ja,"Being acquainted with the bride's uncle, a famed private detective is invited to a wedding ceremony. The groom's family is moneyed and owns large tracts of land. The bride is a former teacher and was rumoured to have had an affair, which explains why the groom's family opposed the union. On the night of the ceremony the bride and groom are killed in a sealed room. There is evidence left, however, as there is a hand print on the wall albeit with only the trace of three fingers.",,1947-12-09,/8NqvowgzlfoLgZQ0tdAOUJmWW5f.jpg,2.173,0,0.0,0,0,0,,False,/lfLIWdsopdhuekxQQG6pLFicZFX.jpg,,,
817184,장화홍련전,The Story of Jang-Hwa and Hong-Ryeon,ko,"Jang-hwa and Hong-ryeon, the daughters of Officer Bae, die an unfortunate death from their step-mother's abuse. Jang-hwa's soul is unable to rest at peace, she appears in front of the district magistrate pleading for justice in her case.",,1924-09-05,/rQeP3BdvgWx07qfQgEPm6OJgGS6.jpg,0.288,0,0.0,0,0,0,,False,,,,
851308,One Glorious Day,One Glorious Day,en,"Ek is a disembodied spirit, required to wait his turn in the boring cosmos until he is allowed to inhabit an earthly body. Impatient, he sneaks off to earth to find a body and, after several failed attempts, finds Professor Ezra Botts, a timid old pedant and researcher of psychic phenomena. Life fairly well kicks Professor Botts around as it does all timid souls, and he gets little love or respect. But during an experimental trance, he is able to leave his body behind and at that moment, Ek sees his chance and slips in, taking over the professor's body. The ""new"" professor is energetic, charismatic, and dynamic, and from the limbo in which he floats, the real professor fears that Ek is going to wear out the tired old body before he, Botts, can return to it. And just how is he supposed to get back into his body, anyway?",,1922-01-29,/A1rYe8oqq8FA21MLweeJGYFOeu8.jpg,0.104,0,0.0,0,0,0,,False,/5T5u6uPygbx96cIjFsbO348MSS.jpg,,,
852093,Monsters of the Deep,Monsters of the Deep,en,"An international crew of sailors encounters fearsome creatures of the sea, including whales, sharks, stingrays, and one whopper of a devilfish.",,1931-05-15,/pPZgnyaAI1y4LRW0gIbXKpSHQUo.jpg,0.657,0,0.0,0,0,0,,False,,,,
856221,黑夜孤魂,A Soul at Night,zh,"A female ghost appeared in a barren mound near Yangjiazhuang, wailing every night and terrifying the villagers. The feathered priest of the God of Wealth Temple tells the villagers to offer food and paper money to the female ghost, and the female ghost is indeed much quieter, but she only takes food and not paper money. When a young man, Wang Yuan Sheng, comes back from a trip, he does not see his child bride, Xiu Fang. His mother tells him that Xiu Fang has been having an affair with someone since he left and is pregnant, so she has already run away from home. Knowing that Xiu Fang is pregnant with her own child, Yuan Sheng does not believe his mother's story. Mother Wang is frightened by the ghost's screams and falls ill. Yuan Sheng becomes suspicious of the ghost's true identity because the ghost only takes food.",,1941-01-01,/sqGcRtKUIxAju6GhiCiWVlGNeBD.jpg,0.203,0,0.0,0,0,0,,False,,,,
857141,十三号凶宅,Haunted House No. 13,zh,"No. 13 Baochan Hutong in Beiping was originally the residence of King Zheng of the Qing Dynasty, and became one of the top ten murderous mansions in Beiping due to the unexplained deaths of its occupants from time to time. A couple from Shanghai rented the house, and the old man on watch told them the story of the old house. When the Eight-Power Allied Forces invaded, King Zheng's father was dragged to his death by a foreigner's horse for not letting the foreigner occupy the mansion, and since then there have been strange happenings in the mansion. Zheng Wang's son, Weng, was not doing his job, and Zheng Wang could do nothing about it. On the night of the ancestor's memorial service, King Zheng died of spasms in his arms and legs. After the Republic of China, Weng was forced to sell his house, his mother hanged herself, and his sister fell into a brothel, where a warlord general bought her as a concubine, but abused her all sorts of ways.",,1948-01-01,/9SSME3CCGrKnKYKWX2XBqOrjYTf.jpg,0.304,0,0.0,0,0,0,,False,,,,
857334,古屋魔影,Shadows in the Old House,zh,"The owner of the old house Xiangyun Villa, Wu Jishan, died a year ago and has yet to be buried, so the residents of the neighborhood regard the place as a murderous mansion. On the anniversary of his death, his only daughter, Yunfang, returns from her studies abroad, accompanied by her fiancé, Zhang Shouyi, and many of her relatives. Lawyer Song announces his will in public: 1. The distribution of the property is described in the second will; 2. The second will will be announced in three days; 3. If Yunfang is dead, the property will be inherited by her fiancé; if she dies without being married, her nearest relatives will inherit. All at once the people are suspicious of each other and create murder, while all the actions are watched by the servant Lao Cai and Wang Yiping, the assistant of the lawyer Song. In the end, the culprits are caught and Yunfang and Yiping become a loving couple.",,1948-01-01,/ArLTVrTZRD2BrOPkRa1y081VGNd.jpg,0.525,0,0.0,0,0,0,,False,/kWYNTi4H0TiSm6GKU7kXn3CFqVf.jpg,,,
862538,The Shadow of the East,The Shadow of the East,en,"Barry Craven meets former sweetheart Gillian Locke, who is visiting India with her father. Craven's love for Gillian is revived, but he already has a wife, Lolaire, a native. In a jealous rage, Lolaire kills herself, freeing Craven, who returns to England and marries Gillian. His Indian servant, Kunwar Singh, casts a spell on Craven, causing him to leave Gillian and to go into the Algerian desert. There he joins Said, an old university friend who is the son of an Algerian sheik. Gillian follows, the servant is killed, and with him dies the spell, ""The Shadow of the East.""",,1924-01-27,/jcM20iILIAWhxgq9kI1zr7LY3IN.jpg,0.305,0,0.0,0,0,0,,False,,,,
880981,Hansel and Gretel,Hansel and Gretel,en,"This is the story of the heartless mother whose burdens are such that she would be rid of her two children. The henpecked father is compelled to take them to the woods and there lose them. Gretel drops bread-crumbs to find her way home, but wild-fowl eat the crumbs and they are truly lost. The babes wander to the home of a witch, who would fatten them up to make ginger-bread of them. As they are about to be thrown into the blazing furnace Peggy outwits the witch, and, in turn, the witch is thrust into the roaring flames, as the mother, repentant, heads the neighbors in the work of rescue.",,1923-12-26,/Cmf58GASxbAVeQeY2jzQrx1x5V.jpg,0.58,0,0.0,0,0,0,,False,,,,
881310,Danse Macabre,Danse Macabre,en,"The dead and the skeletons, coming out of the ground, indulge in playful dance to the music of Camille Saint-Saëns, and rejoice in the terror that they inspire.",,1940-10-01,/9BxN4dTKO9FlFtPqEBa5UszeW0M.jpg,0.001,0,0.0,0,0,0,,False,,,,
896628,獄門島,Island of Horrors,ja,"Kindaichi challenges the mystery of an incident in which three sisters were killed one after the other according to an ancient tradition on an isolated island in the Seto Inland Sea. Kosuke Kindaichi received a will from his friend Kito, which said, ""Go to Gokumon Island to save my three younger sisters,"" and Kosuke went to Gokumon Island. Upon arriving at the residence of Quito, there were three beautiful sisters, a crazy father, a cousin of Sanae, and Kosuke plunged into a strange atmosphere. The film adaptation of the masterpiece novel of the same name by Seishi Yokomizo. Kyozo Kataoka plays Detective Kosuke Kindaichi, and Ryutaro Otomo plays Inspector Isokawa, who can be called Kindaichi's best partner.",,1949-11-20,/lOryAZp0jYec1hThL07cogVzGdA.jpg,1.308,0,0.0,0,0,0,,False,/gHkApVHmglGPuytHftgh0eoWyhc.jpg,,,
918940,Unseen Hands,Unseen Hands,en,"A wealthy mine owner's wife gets him to hire Jean Scholast, a footloose adventurer, as a reward for saving her. Unbeknown to the wife, Scholast is a fortune hunter and soon poisons the husband and marries the wife.",,1924-05-25,/vTpnI92Lskr8AIUQIRurzJKzeYk.jpg,0.122,0,0.0,0,0,0,,False,/3dUpTuTR2CGa2fZ3jv0MYEQvn4C.jpg,,,
944367,The Hell Diggers,The Hell Diggers,en,"Teddy Darman is the construction superintendent for the Continental Gold Dredging Company. But the farmers of the valley where the firm is doing its dredging are upset because it is ruining their land. Led by John Wade, the farmers form a fierce opposition. This doesn't bother Darman until he realizes that Dora (Lois Wilson), his sweetheart -- who is also Wade's daughter -- is siding with the farmers. This turns him around and the farmers mortgage their farms so that Darman can build a dredging machine that resoils the land.",,1921-09-04,/gLKJCYUiwhzmTnz9NiwE77STEZ4.jpg,1.251,1,5.0,0,0,0,,False,/kCNMBB5o62Y1vyOo1zqfDTANaoS.jpg,,,
944926,তটিনীর বিচার,Tatinir Bichar,bn,"Four sets of friends spend Halloween weekend at the Beautiful Creekside ""Kamp of Antietam"". Each attending is promised a ""Once In A Lifetime"" experience, but there's more than just fresh air and fishing going on at the K.O.A.",,1940-05-04,/srfBlF3Gm2eU20da7nLqnDAeyBE.jpg,0.562,0,0.0,0,0,0,,False,,,,
948056,The House of Whispers,The House of Whispers,en,"Spaulding Nelson moves into an apartment after his uncle has been driven from it by the sounds of screams and whispers. Upon undertaking an investigation, he meets neighbor Barbara Bradford, whose sister Clara is being tormented by the recurring sounds of her dead husband Roldo's voice.",,1920-10-01,/hzEv05iKK5mnREbtgjFPb0BfXZ2.jpg,1.271,0,0.0,0,0,0,,False,,,,
952280,কালো ছায়া,Kalo Chhaya,bn,"A lady visited Mr. Surajit Roy, a detective, with a proposal to steal a will from a landlord's house. Surajit did not accept the assignment. Soon after, he received a telegram from one Rajib Lochan Choudhury, zamindar of a remote village in Murshidabad district. It appeared that Rajib Lochan's life was in danger. When Surajit visited his house the zamindar had already been murdered. Detective Surajit started an investigation while staying at the house. He saw a nurse, Anima, appointed for Rajib Lochan and recalled that this lady went to him with the proposal of theft. There were several relatives and servants in the house but most of them concealed some or other facts from him. Finally, Surajit was successful in tracking down the real culprit",,1948-12-17,/dNaShBAlBbvdgSvjdJLoRWNH2im.jpg,0.343,0,0.0,0,0,0,,False,,,,
952288,Professor Vaman M.Sc,Professor Vaman M.Sc,hi,"Using the moon’s rays, Professor Harnam invents a potion that turns man into a murderous beast. His brother Professor Vaman, realizing the dangers of this invention, realizes the urgent need of producing an antidote to avoid disaster. However, it is too late as Harnam’s daughter drinks the potion during a quarrel with her lover Detective Kishore and the city begins to witness a murder spree amongst its elite and wealthy citizens.",,1938-10-13,/jtYbik7BbZ8I2eWFKbn7OEFfbCL.jpg,0.598,0,0.0,0,0,0,,False,,,,
957726,Tianak,Tianak,tl,,,1932-09-30,/r5ONyVChUSXQ7cpeUzWOEGOof6c.jpg,0.029,0,0.0,0,0,0,,False,,,,
959508,Taong Demonyo,Demon Man,tl,,,1937-08-24,/mRznwyAigF4EI5nfDMiJ9sBDpuV.jpg,0.034,0,0.0,0,0,0,,False,,,,
966661,古園妖姬,Ghost Woman of the Old Mansion,cn,"Mok Ming moves into Po Tak-yan’s old mansion. Po's mistress, the songstress Tsi Law-heung, has died in it. Her spirit haunts the mansion as she is unburied. Mok sees her ghost and notes that she resembles his late wife Kit-ching. Mok dreams that his wife has possessed Tsi's body in return. Mok asks Uncle Tak to take him to the coffin. Tsi resurrects as Kit-ching. Mok accepts that his wife has returned from death, but he is suspicious. He brings her to a nightclub, where they chance upon Po and his mistress, Chan Mei-chu. Po is suspicious. Mok explained that his wife has returned through Tsi's body. Two reporters are there and the news is reported in the papers. To resolve his suspicions, Po goes to the old mansion. He meets Mok, his “wife,” and Uncle Tak. The wife denies that she is Tsi. Po retrieves a pistol and goes to confront the woman. Mok intervenes. In the struggle, Po falls down the railing to his death, but Tsi is shot. Now it is time for her to tell Mok of her past.",,1949-07-06,/m3z9IQEbVLr3pYDR3z0KIn4GQo7.jpg,0.158,0,0.0,0,0,0,,False,,,,
970106,장화홍련전,Story of Jang-hwa and Hong-ryeon,ko,Jang-hwa and Hong-ryeon die an unfortunate death from their stepmother's abuse. Jang-hwa's soul is unable to rest at peace and she appears in front of the district magistrate pleading for justice in her case.,,1936-01-31,/b2Ao5uTrU9gS71I7NOOzz94T7ct.jpg,0.481,0,0.0,0,0,0,,False,,,,
975704,怪奇 江戸川乱山,The Mysterious Edogawa Ranzan,ja,"A once-dead man is resurrected by a mysterious old man's spiritual magic to take revenge on those who killed him. An unusual and bizarre historical drama with a vaguely Western atmosphere. Starring the sword-fighting star Kozaburo Ramon, directed by Kenji Shimomura.",,1937-08-25,/bQS9Fx7ZjAkh9j6ZPJsGGzykfQC.jpg,0.001,0,0.0,0,0,0,,False,,,,
977625,La mano del muertito,The Hand of Death,es,"A film that mixes comedy with mystery. A hairdresser (Lucho Córdoba) is a fan of detective novels, to the point of fantasizing while he works, which causes him several problems with his boss. Suddenly he finds himself involved in a plot as if it were taken from one of them.",,1948-07-12,/9ww1Kws7blFrgLMnzbGku9oy3Nw.jpg,0.035,0,0.0,0,0,0,,False,/uPMAHHnNpEdNWY1REsMPQVEE8GJ.jpg,,,
981608,Love Without Question,Love Without Question,en,"Old Silas Blackburn, a wealthy recluse, lives alone with his butler and his ward Katherine. One night, Katherine discovers Silas murdered in the room where three generations of Blackburns have mysteriously died. Silas' grandson Robert, whom Katherine loves, comes to visit the next day, suffering from amnesia.",,1920-03-01,/eyltJ3sLaxwGBofIHJip9GLVFtY.jpg,1.17,0,0.0,0,0,0,,False,,,,
1007595,Halimaw,Halimaw,tl,,,1941-08-19,/8d8aQbfHp92gFtREJkN6LP0ZJkQ.jpg,0.588,0,0.0,0,0,0,,False,,,,
1017030,Unmasked,Unmasked,en,"During a dinner party at the Brookfield family estate, private detective Craig Kennedy relates a story of one of his unsolved murder cases. What Kennedy knows, and the other guests do not, is that the person who was the killer in the unsolved mystery is in the room, and Kennedy makes plans to expose him.",,1929-12-15,,0.425,0,0.0,0,0,0,,False,,,,
1018799,Fight That Ghost,Fight That Ghost,en,"Pigmeat and Shorty, who own ""Pigmeat and Shorty's Bootery"", are told by their landlord to either pay up or get out. They get caught trying to short-count him, and he threatens to have them arrested. After a series of disasters--they ruin a customer's suit, their store blows up--they get a telegram notifying them that a man they once did a kindness for has left them quite a bit of money and a house, but in order to get the inheritance, they have to spend a night in the bedroom of the man's house. When they arrive there, they notice two things--the place is kind of creepy and a series of spooky incidents leaves them to believe the house is haunted.",,1946-01-01,/sGSrKBCHI3SAMFly9c6WbDN8Bza.jpg,0.923,0,0.0,0,0,0,,False,/6GiU060AKKdWeg6iNy1rFK9K090.jpg,,,
1018804,Return of Mandy's Husband,Return of Mandy's Husband,en,"In order to make some cash, buddies Mantan and Alex found the ""Ghost Association,"" which will hold mock seances for the local residents. After studying the details of the locals' various deceased relatives, Alex insist that the reluctant Manta, who is afraid of ghost, play ""Prince Alabastar Amsterdam"" and fool people into thinking that he is in communication with their dead loved ones.",,1947-05-22,/5uRZP4Ih5LDb0FZWGmFReSLhNKc.jpg,0.605,0,0.0,0,0,0,,False,,,,
1026401,鍾馗捉鬼,The Ghost Catcher,cn,"A boy is obsessed with the comic book hero Zhong Kui, an eccentric ghost catcher armed with a magic sword and sack. When his mother and younger sister are abducted by demons, the boy decides to seek help from Zhong to fight against vampires and revenants, zombies and goblins. Taking advantage of such special effects as freeze-frame and step-printing, The Ghost Catcher is a spectacular visual adventure.",,1939-11-25,/2b0E1R2fVLV2YmIly2y7o2DCF2J.jpg,0.556,0,0.0,0,0,0,,False,/2Zm7Q95G3Xy8hMBXrZO65rzOpfr.jpg,,,
1055068,新四谷怪談,Shin Yotsuya Ghost Story,ja,,,1932-07-29,/5eUYF5bIkdkjv3E4Npi08SMz2Pp.jpg,0.844,0,0.0,0,0,0,,False,,,,
1057621,Shadow of Chinatown,Shadow of Chinatown,en,Feature version of the 1936 serial starring Bela Lugosi.  A European importing firm resorts to devious extremes to run its Chinese competition out of business.,,1936-10-17,/rjwdm7nmssWEV6NsTLR7wqKNBky.jpg,1.086,3,3.0,0,0,0,,False,/iVgX99jQCGzKAppQUrDaxEJZlS.jpg,,,
1064440,Ang Aswang,The Witch,tl,The first talkie from the Philippines.,,1933-01-01,/qXgu9PEefGBhhAVWTZiiI3MPKzN.jpg,0.001,0,0.0,0,0,0,,False,/l4NgW7I2crcTT1w4J71c3Er6rKh.jpg,,,
1080723,The Last Moment,The Last Moment,en,The Last Moment is a silent film now considered lost.,,1923-06-07,/uqCkHbZbTNbdVdsd7gLDepUEHQ1.jpg,0.319,0,0.0,0,0,0,,False,/kxIK1ZXMLFWWOj2biNNYMcmrup1.jpg,,,
1151474,นางนาคพระโขนง ตอนใหม่,"Nang Nak Phra Khanong, New Episode",th,"Short film about the Mae Nak Phra Khanong legend shown at the same time as the film ""ลูกกำพร้า ภาค 2"".",,1939-05-25,/dvin5do3MfPYkIuDSODcRYfcNst.jpg,0.001,0,0.0,0,0,0,,False,,,,
1153281,The Phantom of the Opera,The Phantom of the Opera,en,"Reissued version of 'The Phantom of the Opera' with a synchronized score, sound effects, new dialogue sequences, and footage reshot by directors Ernst Laemmle and Frank McCormick.",,1929-11-27,/eyVz5gltFTE2mguf9VYbF5ShcfD.jpg,0.61,1,10.0,0,0,0,,False,/v6F3FC6xTYlCmRk3KPXHT2MwW9G.jpg,,,
1165120,Buster's Nightmare,Buster's Nightmare,en,A Universal Pictures comedy short,,1925-12-23,/kg9V4HnKAjLFsYhjYkbK2QBQfBB.jpg,0.155,0,0.0,0,0,0,,False,,,,
1165122,Haunted Island,Haunted Island,en,"Rosalind Joy (Helen Foster) is an heiress who has inherited a South Seas island known as Pleasure Island. A hidden cache of gold is allegedly buried on the island, which has several haunted structures. Rosalind's uncle, Spring Gilbert (Al Ferguson), wants the gold for himself and declares he will stop at nothing, not even the death of his niece, to get it. Rosalind, meanwhile, is befriended by Jerry Fitzjames (Jack Dougherty), a playwright. Unfortunately, Jerry has only recently escaped from a psychiatric hospital. Although he swears to protect Rosalind, she doubts Jerry's sanity. The two lovers race against Uncle Gilbert (who has set several traps for them) to find the treasure. In the end, Rosalind and Jerry are aided by the ""Phantom Rider,"" a spectral horseman.",,1928-03-26,/hWtRKPyCs2rG2ZfHwmcZ6goxHTC.jpg,0.248,0,0.0,0,0,0,,False,/ocQ45uEK2YNNl3qg46cJ7A75sFb.jpg,,,
1167306,瓊樓恨,A Maid's Bitter Story,zh,"Nurse Lin is hired by a wealthy family to care for Mr. Kao, who has lost his mind since his daughter, Ling Kuan, died. As Lin resembles Ling Kuan, her nanny asks Lin to impersonate her to help Mr. Kao recover, which works well. Lin then uncovers a secret: Ling Kuan had loved a music teacher, Qiufan, but her cousin, Yiu Tong, envious of Mr. Kao’s wealth, slandered Qiufan. One night, Yiu Tong attacked Qiufan and attempted to assault Ling Kuan, accidentally killing her. To cover up the crime, he staged her death as a suicide. Later, Nurse Lin and Qiufan, pretending to be ghosts, trick Yiu Tong into confessing. In a panic, Yiu Tong escapes, but his mistress Huigu causes a fire that kills them both. Disheartened by the truth and his burning home, Mr. Kao walks into the flames.",,1949-12-04,/xTxKg3LF8lDATEj1EIQXVXAterh.jpg,0.103,0,0.0,0,0,0,,False,,,,
1171035,Quest of the Perfect Woman: The Vampire of Marrakesh,Quest of the Perfect Woman: The Vampire of Marrakesh,en,"Tom Terriss (billed as 'The Vagabond Adventurer') is on the search for the perfect woman. This global quest has found him and his friend in Marrakesh, Morocco. Just before taking their search to Spain, Tom decides to slip away from his side kick. He soon stumbles upon an alluring and exotic beauty who turns out to be a vampire.",,1933-01-01,/AgGaKiFYZ1EBkcqU3b3J2o39AOH.jpg,0.037,1,1.0,0,0,0,,False,,,,
1171205,怪猫佐賀の夜櫻,Kaibyô saga no yozakura,ja,Film about Ghost-Cat.,,1936-01-01,/k2ZCvxdMRtxrWNJSoUGoJ5Wgwdb.jpg,0.596,0,0.0,0,0,0,,False,,,,
1173012,白髪鬼,White-haired Demon,ja,A man dies in an automobile accident and returns as a white-haired demon and seeks revenge on his wife and her lover,,1949-04-11,/eZOmyDGsl41AUNvHZuH74i1tBMn.jpg,2.565,0,0.0,0,0,0,,False,,,,
1173172,怪猫赤壁大明神,Monster Cat Akabe Daimyojin,ja,Film about Ghost-Cat.,,1938-12-31,/2eRrQPyfpVM7oAO4ja32awSUep4.jpg,0.617,0,0.0,0,0,0,,False,,,,
1173194,怪異大捕物　大江戸七変化,Monsters Catcher Oedo Seven Changes,ja,Film about Ghost-Cat.,,1949-07-11,/yzeCiLZHRhfJOLpcwJrCwQ2Gwk2.jpg,1.504,0,0.0,0,0,0,,False,,,,
1173196,弥次喜多猫化け道中,Yaji Kita Cat Ghost Road,ja,Film about Ghost-cat.,,1949-10-20,/7eK6aoovkQEvD6HAAVJxrDE4nfN.jpg,1.402,0,0.0,0,0,0,,False,,,,
1178099,敷屋皿町番,Banchô sarayashiki,ja,short film about Banchō Sarayashiki.,,1937-11-01,/q2t67ARfJH2FwyacZ8d5GHClIqT.jpg,0.631,0,0.0,0,0,0,,False,,,,
1201124,獄門島 解明篇,Gokumon Jima: Kaimei Hen,ja,"Sequel to ""Island of Horrors"" (獄門島, 1949).",,1949-12-05,/ddVHbzbGLlGZHGWh172R9XQgcx6.jpg,2.893,0,0.0,0,0,0,,False,/iGLolkwG9Mb4XE5RtQIjCYjMKGo.jpg,,,
1201993,Anak ng kadiliman,Anak ng kadiliman,tl,Film directed by Mar I. Esmeralda.,,1937-01-01,/9g4xQwNvrUDNaAGWhGyRtccUHlx.jpg,0.553,0,0.0,0,0,0,,False,,,,
1210358,Melody in the Dark,Melody in the Dark,en,"When an actress inherits a spooky old house and uses it for rehearsals with her theatre company, they are troubled with ""ghosts.""",,1949-07-25,/AndqsIllsZsx2OlI1O81pptNJAr.jpg,0.497,0,0.0,0,0,0,,False,/qYhReoFBe31o5CXhNUMDDlILLBI.jpg,,,
1218774,Tod Slaughter at Home,Tod Slaughter at Home,en,"Short skit in which a ""Pathetone"" reporter tries to interview Tod Slaughter at home, but finds the fiendish fellow is more interested in ""polishing him off"".",,1936-10-12,/9bNqfSWF7AfaaZ9595Tz9acdV5M.jpg,0.403,0,0.0,0,0,0,,False,,,,
1218776,Pots of Plots,Pots of Plots,en,"Tod Slaughter introduces himself in brief vignettes of some of his most famous parts (Sweeney Todd, Squire William Corder, etc.)",,1938-01-01,/ihre4rtQVeeOz2ZBWuzbi8xhCM9.jpg,0.303,0,0.0,0,0,0,,False,,,,
1245626,江戸に現れたキングコング: 黄金のエピソード,King Kong Appears in Edo: The Episode of Gold,ja,"In part two of this silent two-part film, an ape nicknamed King Kong by its master has kidnapped the daughter of a wealthy man as part of a revenge plot by one of his lackeys. The conclusion of the story from Edo ni arawareta Kingu Kongu: Henge no maki (1938).",,1938-04-05,/1bdcm70IEIg2jMlEwEhGcek4P4x.jpg,0.872,1,5.0,0,0,0,,False,,,,
1257669,扫把精,Spirit of the Broom,cn,"A broom spirit disguises itself as a pretty woman at night and goes out to do evil deeds, seducing young men and then killing them. In just three months, hundreds of men have fallen victim to the broomstick spirit.",,1939-07-16,/rmVNL728KUkQLweD2egN9L106MG.jpg,0.732,0,0.0,0,0,0,,False,,,,
1258573,Helgeninderne,Helgeninderne,da,Danish horror movie from 1921,,1921-01-01,/iTz3pciAz1NTSpFhXc3NkR3Asvd.jpg,0.282,0,0.0,0,0,0,,False,,,,
1258584,His Brother's Keeper,His Brother's Keeper,en,"Rex Radcliffe, vice president of the Northern Atlantic Railroad, is opposed by company president William Harding in his desire to put over a deal that would jeopardize the stockholders of the Interstate Railroad. Using thought control, he causes Weer, Harding's discharged secretary, to murder his ex-boss. Weer is arrested for the murder. Radcliffe then puts Harding's daughter, Helen, also under his influence. John Bonham, Interstate president, becomes interested in the case, and with the aid of Mrs. Weer he exposes Radcliffe, who then commits suicide.",,1921-02-14,/fxuiH7vPbjzjCsQLferqcbkNSz2.jpg,1.231,0,0.0,0,0,0,,False,,,,
1261552,Those Who Dare,Those Who Dare,en,"Captain Manning, a seasoned salt, is ordered to remove his battered ship, the Swallow, from the town's harbor because of a superstition connected with it. The captain, who lives alone, visits the Mariner's Home and relates the story of how he came into possession of the schooner. Manning was the first mate on the yacht of a wealthy man when it encountered the Swallow at sea. He went on board, accompanied by the drug-addicted son of his employer, and discovered a mutinous crew and a disabled captain fighting for control of the ship. Manning took charge and brought the ship safely to port, after successfully putting down the mutineers by humiliating their leader, who had kept them in fear by practicing voodoo in the ship's hold. Manning later married the captain's daughter. Now he controls the ship.",,1924-11-15,/w09A4ry343LJawDOSpUh1i6siRU.jpg,0.276,0,0.0,0,0,0,,False,,,,
1261561,The Monkey's Paw,The Monkey's Paw,en,A couple dreams that a magic paw returns their dead son.,,1923-02-01,/alKTbf4ct1nfGpwMZw54prVxecs.jpg,0.053,0,0.0,0,0,0,,False,,,,
1261573,Black Shadows,Black Shadows,en,A victim of hypnotism begins to have compulsions to steal.,,1920-03-01,/txyWRUHLCrJIRvDZG7dc3sDAPjy.jpg,0.396,0,0.0,0,0,0,,False,,,,
1261579,The Guyra Ghost Mystery,The Guyra Ghost Mystery,en,The Films centers around a family who is plagued by a mysterious poltergeist. Basesd on true events.,,1921-06-25,/p240iGTV59TXSftz5LliHcCr2q3.jpg,0.001,0,0.0,0,0,0,,False,,,,
1261582,The Great London Mystery,The Great London Mystery,en,A magician helps outwit a Chinaman's gang.,,1920-11-01,/vFuLdNDDNyM8ck2Gqvv6MHvClqw.jpg,0.003,0,0.0,0,0,0,,False,,,,
1261644,Der Hund von Baskerville - 5 Teil: Dr. Macdonalds Sanatorium,Der Hund von Baskerville - 5 Teil: Dr. Macdonalds Sanatorium,de,German horror mystery movie from 1920.,,1920-01-01,/f7bHhJqi0APgiKiqUg814yUpzA1.jpg,0.629,0,0.0,0,0,0,,False,,,,
1265797,Ritual of the Dead,Ritual of the Dead,en,An explorer is haunted by a mummy after murdering his brother to steal jewels found in an ancient Egyptian tomb.,,1937-01-01,,0.823,0,0.0,0,0,0,,False,,,,
1265802,The Scalpel,The Scalpel,en,A mad doctor transforms into a monstrous killer after injecting a serum into his thyroid gland.,,1936-01-01,/F4IA9oIYtuXspcDG3LgwHBfPwC.jpg,0.102,0,0.0,0,0,0,,False,/kmZjYnoPrfurLJ8k3rA2MikewUt.jpg,,,
1265841,Voodoo Devil Drums,Voodoo Devil Drums,en,A black zombie talks about his life.,,1944-01-01,/2i1LUOjkLETANFpWE0z2B2qCjaF.jpg,0.001,0,0.0,0,0,0,,False,/r3OJMsVCyjJpylPgyrf4Hcx40V5.jpg,,,
1266254,शादी की रात,Wedding Night,hi,"The Story revolves around the life of a kind and sweet girl living with her family and her family wanted a fortune for her and arranged her marriage with a kind man and they meet before their marriage and fells in love with each other- but things get complicated in their wedding night- which causes their life into trouble- but fate plays its role, leading to consequences.",,1935-01-01,/iH5TliLBQXUFlyFFOT6LyclNGFc.jpg,0.001,0,0.0,0,0,0,,False,,,,
1266263,काला भूत,Black Ghost,hi,Indian horror movie from 1937,,1937-01-01,/nzH5kkXIHd7BGTXqAWVW4WLAdnm.jpg,0.001,0,0.0,0,0,0,,False,,,,
